iter,cumulative_budget,ratio_M,ratio_P,ratio_C,ratio_misclassified,ratio_mis_prune,ratio_mis_maintain
1,120,0.0,0.0,1.0,0.0,0.0,0.0
2,255,0.0,0.0,1.0,0.0,0.0,0.0
3,498,0.0,0.0,0.9999999999999999,0.0,0.0,0.0
4,979,0.0,0.04166666666666667,0.9583333333333333,0.00092,0.00092,0.0
5,1915,0.0,0.07291666666666669,0.9270833333333333,0.00126,0.00126,0.0
6,3781,0.0,0.18750000000000003,0.8124999999999998,0.00384,0.00384,0.0
7,7298,0.0,0.2942708333333333,0.705729166666667,0.0061,0.0061,0.0
8,14005,0.0,0.33796296296296297,0.6620370370370378,0.00704,0.00704,0.0
9,27492,0.0,0.4117637602880658,0.5882362397119355,0.0079,0.0079,0.0
10,54057,0.0036767332533150436,0.46773057055898487,0.5285926961877012,0.00872,0.008660000000000001,6e-05
[INFO] Total run time: 772.40 seconds
[INFO] iteration cumulative budget used: {'iter_1': 120, 'iter_2': 255, 'iter_3': 498, 'iter_4': 979, 'iter_5': 1915, 'iter_6': 3781, 'iter_7': 7298, 'iter_8': 14005, 'iter_9': 27492, 'iter_10': 54057}
[INFO] Remaining volume proportions - 
Undefined: {'iter_1': 1.0, 
'iter_2': 1.0, 
'iter_3': 0.9999999999999999, 
'iter_4': 0.9583333333333333, 
'iter_5': 0.9270833333333333, 
iter_6': 0.8124999999999998, 
'iter_7': 0.705729166666667, 
'iter_8': 0.6620370370370378, 
'iter_9': 0.5882362397119355, 
'iter_10': 0.5285926961877012}, 
Minus: {'iter_1': 0.0, 
'iter_2': 0.0, 
'iter_3': 0.0, 'iter_4': 0.0, 
'iter_5': 0.0, 'iter_6': 0.0, 
'iter_7': 0.0, 'iter_8': 0.0, 
'iter_9': 0.0, 'iter_10': 0.0036767332533150436}, 
Plus: {'iter_1': 0.0, 'iter_2': 0.0, 
'iter_3': 0.0, 'iter_4': 0.04166666666666667, 
'iter_5': 0.07291666666666669, 'iter_6': 0.18750000000000003, 
'iter_7': 0.2942708333333333, 'iter_8': 0.33796296296296297, 
'iter_9': 0.4117637602880658, 'iter_10': 0.46773057055898487}

[INFO] Final misclassification estimate: 311344742161612800000.000000 (prop 0.008720)
